,SURCHARGE,MATERIAL_NBR,PERIOD,COMMERCIAL_SALES_TERRITORY_CODE,SALES_TCFXACT,NET_QTY,COMMERCIAL_TEAM,COMMERCIAL_SUBREGION_DESC,COMPANY_CODE,COMMERCIAL_DISTRICT_DESCRIPTION,COMMERCIAL_AREA_DESCRIPTION,COMMERCIAL_COUNTRY_NAME,COMMERCIAL_AREA_CODE,COMMERCIAL_DISTRICT,GROSS_SALES,REGION_CODE,REGION_DESCRIPTION,CROP,COMMERCIAL_TEAM_DESCRIPTION,BASE_SALES,DISCOUNT
35,3887.7017351543177,,2021,922.0,25136.20298978185,694.5554057296897,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,30193.45347131879,2,NAM,SWEET CORN,MX&CACAR,26305.75173616447,5057.25048153694
36,1599.0834598304752,,2020,216.0,9441.935839595179,1065.564088894302,CT32,ANDEAN NORTH,4206.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,11904.339575972197,4,SAM,OTHER VEGETABLE SEED,ANDEAN NORTH,10305.256116141722,2462.403736377019
37,3230.1967702084194,,2020,921.0,18169.486969146517,764.0029426533699,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,21755.318220141326,2,NAM,OTHER VEGETABLE SEED,US&CA,18525.121449932907,3585.831250994808
38,1777.6062148584326,,2020,921.0,14881.304489111186,823.7020164201246,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,18082.380808998336,2,NAM,OTHER VEGETABLE SEED,US&CA,16304.774594139904,3201.076319887149
39,2165.070103819671,,2021,922.0,18273.74989797608,2509.892358843643,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,21384.228023150856,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,19219.157919331185,3110.478125174778
40,3926.4946690944416,10845540.0,2020,206.0,22977.158337740446,1092.333482204865,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,27603.345898926284,4,SAM,OTHER VEGETABLE SEED,LAS,23676.851229831842,4626.1875611858395
41,4012.6296550081533,10795521.0,2020,921.0,28904.231908823458,1937.165559588099,CT13,UNDEF US,3605.0,CD-USA,US&CA,USA,CA6,CD-US,33737.318886814624,2,NAM,TOMATO,US&CA,29724.689231806467,4833.0869779911645
42,1863.306636170045,11243928.0,2022,921.0,14826.621805942568,752.7349637336494,CT13,UNDEF US,3605.0,CD-USA,US&CA,USA,CA6,CD-US,17042.044281917548,2,NAM,TOMATO,US&CA,15178.737645747504,2215.4224759749795
43,3779.3533662916607,,2020,921.0,27833.68201821493,842.0868601518816,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,33056.15956149834,2,NAM,OTHER VEGETABLE SEED,US&CA,29276.80619520668,5222.477543283405
44,2894.079071972732,,2022,921.0,14357.107756675901,2036.06769988973,CT13,UNDEF US,5183.0,CD-USA,US and CA,USA,CA6,CD-US,19038.18770535558,2,NAM,OTHER VEGETABLE SEED,US&CA,16144.108633382846,4681.079948679679
45,2808.854024506222,11309206.0,2020,205.0,25861.294814356057,475.1037650646798,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,28784.386743003695,4,SAM,TOMATO,BRAZIL,25975.532718497474,2923.0919286476396
46,3226.703498739424,11789149.0,2021,214.0,25091.906494359348,1029.408103760437,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,29280.730948438173,4,SAM,"BEAN, GARDEN",LAS,26054.027449698748,4188.824454078826
47,5341.466973783147,,2021,206.0,30974.878199927258,960.4041019136852,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,33966.57766272186,4,SAM,CABBAGE,LAS,28625.110688938712,2991.6994627946
48,3106.15671012353,,2020,214.0,19931.85700843623,1508.018852781516,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,22220.823881692795,4,SAM,PEPPER,LAS,19114.667171569265,2288.966873256566
49,4563.597825334027,,2021,921.0,28809.56799687666,496.4159632163008,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,33297.24260767229,2,NAM,OTHER VEGETABLE SEED,US&CA,28733.644782338266,4487.6746107956305
50,3300.7244024280685,,2020,922.0,16069.95117416266,369.9710256191021,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,18772.776566457454,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,15472.052164029386,2702.825392294796
51,3142.23399622612,,2021,217.0,19536.029790005356,2531.656093679617,CT32,ANDEAN NORTH,4206.0,CD-Ecuador,ANDEAN NORTH,Ecuator,CA25,CD-EC,23597.924003621683,4,SAM,ONION,ANDEAN NORTH,20455.690007395562,4061.894213616326
52,2606.802586991755,12101790.0,2021,205.0,16625.996526632232,778.294084042716,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,18947.18458229695,4,SAM,TOMATO,BRAZIL,16340.381995305197,2321.1880556647193
53,2177.1522571666796,11789149.0,2021,214.0,14159.121397915136,489.4355635432526,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,18635.09635908357,4,SAM,"BEAN, GARDEN",LAS,16457.94410191689,4475.974961168436
54,2737.0596023410912,,2020,922.0,19882.095463608217,409.2979415833153,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,25624.60504373745,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,22887.54544139636,5742.509580129233
55,3081.748933353748,11789149.0,2021,214.0,18672.991809114297,581.6545044736583,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,23414.590023129753,4,SAM,"BEAN, GARDEN",LAS,20332.841089776004,4741.598214015456
56,2320.4911072664563,,2020,921.0,14619.813319750308,512.6684825773291,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,16990.391227497283,2,NAM,WATERMELON,US&CA,14669.900120230828,2370.5779077469742
57,2369.1570660235116,,2021,214.0,13133.872505178864,687.0464641228616,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,15613.047716030018,4,SAM,PEA,LAS,13243.890650006506,2479.1752108511546
58,1447.978473346837,,2021,216.0,10821.698708707107,1298.582210065448,CT32,ANDEAN NORTH,5183.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,12600.693797408541,4,SAM,TOMATO,ANDEAN NORTH,11152.715324061704,1778.995088701435
59,4002.8891780993126,11637908.0,2021,921.0,27271.172828633884,463.7169627716971,CT13,UNDEF US,3605.0,CD-USA,US&CA,USA,CA6,CD-US,29798.65096230305,2,NAM,CUCUMBER,US&CA,25795.76178420374,2527.478133669166
60,3009.304334986319,,2020,922.0,14721.458716991057,53.64016334214841,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,19400.24674033519,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,16390.942405348873,4678.788023344134
61,3142.6712329050365,,2020,217.0,21000.74884672708,1566.469116049851,CT32,ANDEAN NORTH,5183.0,CD-Ecuador,ANDEAN NORTH,Ecuador,CA25,CD-EC,23049.660896998445,4,SAM,TOMATO,ANDEAN NORTH,19906.98966409341,2048.9120502713645
62,3547.438562595057,,2020,216.0,20964.10351805205,198.922451541421,CT32,ANDEAN NORTH,4206.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,26170.00636563434,4,SAM,OTHER VEGETABLE SEED,ANDEAN NORTH,22622.567803039285,5205.902847582294
63,4703.811742805239,,2020,217.0,27868.499846177736,1002.496898674862,CT32,ANDEAN NORTH,5183.0,CD-Ecuador,ANDEAN NORTH,Ecuador,CA25,CD-EC,33832.03566344312,4,SAM,PEA,ANDEAN NORTH,29128.223920637884,5963.535817265388
64,2362.034649152915,,2020,921.0,15454.50871293487,1350.246040693446,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,17733.96476144419,2,NAM,OTHER VEGETABLE SEED,US&CA,15371.930112291273,2279.456048509319
65,2246.137417317118,10778742.0,2022,922.0,11232.495003825867,607.8317607370523,CT14,UNDEF MX,4568.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,12868.328566939399,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,10622.19114962228,1635.8335631135326
66,3007.9030310641187,12101790.0,2021,205.0,16417.341377477307,1665.019692801799,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,20644.378729451135,4,SAM,TOMATO,BRAZIL,17636.475698387017,4227.037351973829
67,4449.44873389524,,2020,922.0,25176.479823966933,627.5624923171188,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,29958.769247463308,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,25509.32051356807,4782.289423496374
68,2996.2266026822604,,2020,922.0,25094.886340342324,2132.683552383944,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,27523.47374291646,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,24527.247140234198,2428.5874025741373
69,1887.4902657458263,,2020,922.0,13830.153160988662,1157.429221321138,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,15880.960330909962,2,NAM,TOMATO,MX&CACAR,13993.470065164136,2050.8071699213006
70,1756.9330445775813,,2022,922.0,12164.460992705117,2193.111701513439,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,15147.288138084554,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,13390.355093506972,2982.827145379436
71,1852.424096948996,,2020,922.0,11042.761812581795,1285.831416657016,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,13076.648173627264,2,NAM,TOMATO,MX&CACAR,11224.224076678267,2033.8863610454682
72,3099.269516722171,,2022,922.0,26589.820493380917,649.8203125023149,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,30465.373180846305,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,27366.103664124134,3875.552687465389
73,4135.990102111242,,2020,202.0,24999.307137396525,2043.756677575893,CT32,ANDEAN NORTH,5183.0,CD-Peru,ANDEAN NORTH,Peru,CA25,CD-PE,27349.90813363322,4,SAM,CUCUMBER,ANDEAN NORTH,23213.91803152198,2350.600996236694
74,4312.818990134988,,2020,922.0,26991.615347223396,682.7117165423631,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,33314.69071378265,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,29001.87172364766,6323.075366559253
75,3296.305520753251,,2021,216.0,24577.20354929194,907.0727765551757,CT32,ANDEAN NORTH,5183.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,28985.531834648893,4,SAM,TOMATO,ANDEAN NORTH,25689.22631389564,4408.328285356954
76,3829.128661531127,,2020,217.0,27692.631696318156,741.0226414432758,CT32,ANDEAN NORTH,5183.0,CD-Ecuador,ANDEAN NORTH,Ecuador,CA25,CD-EC,32897.22075206139,4,SAM,PEPPER,ANDEAN NORTH,29068.092090530263,5204.589055743232
77,4795.6192241539275,,2022,921.0,24520.241199127075,1043.067088339457,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,32016.790103008374,2,NAM,OTHER VEGETABLE SEED,US&CA,27221.170878854446,7496.548903881298
78,2264.0221652245327,,2021,922.0,20791.358168502178,1074.173402386461,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,25323.356625794477,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,23059.334460569946,4531.998457292297
79,2329.8943136974954,,2022,922.0,19573.81021403237,2002.063808522158,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,22816.626870578184,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,20486.73255688069,3242.816656545813
80,2115.7019840557396,,2020,921.0,22433.04411665724,920.3327135321152,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,25630.34154750209,2,NAM,OTHER VEGETABLE SEED,US&CA,23514.639563446348,3197.2974308448497
81,3927.9797005274386,11789149.0,2020,214.0,26406.356579341278,19.95811834636748,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,30367.163169965977,4,SAM,"BEAN, GARDEN",LAS,26439.18346943854,3960.8065906247007
82,3944.648208115441,,2022,921.0,22336.44744620743,515.8129277759155,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,24819.97062295292,2,NAM,OTHER VEGETABLE SEED,US&CA,20875.322414837476,2483.5231767454907
83,2505.15664069946,,2020,205.0,19088.855985166585,384.8716795551894,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,19935.99578698484,4,SAM,OTHER VEGETABLE SEED,BRAZIL,17430.83914628538,847.1398018182542
84,1718.5486892993156,,2020,214.0,13471.541699952115,1420.591084474308,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,16332.179479932509,4,SAM,TOMATO,LAS,14613.630790633193,2860.6377799803936
85,3382.806466496056,10924351.0,2020,214.0,26979.190795936654,521.6100623353803,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,29790.343073466465,4,SAM,OTHER VEGETABLE SEED,LAS,26407.53660697041,2811.1522775298117
86,3690.1404362338035,,2021,922.0,23949.145097696637,1973.103934878468,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,28619.831456511358,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,24929.691020277554,4670.686358814719
87,1400.4186641995923,,2020,921.0,13306.970985493355,1890.859562710638,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,14616.654814661679,2,NAM,OTHER VEGETABLE SEED,US&CA,13216.236150462086,1309.6838291683232
88,1809.9305080582515,,2020,922.0,10163.020589838574,2276.618690124569,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,12677.892310994503,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,10867.961802936252,2514.871721155929
89,3074.674009094764,,2022,922.0,21423.68700698803,101.7610427974722,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,25917.592931788036,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,22842.918922693272,4493.905924800004
90,1171.650132169173,,2020,216.0,10807.509869568252,546.1181932107077,CT32,ANDEAN NORTH,4206.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,12559.80294682613,4,SAM,WATERMELON,ANDEAN NORTH,11388.152814656958,1752.2930772578784
91,2059.041488204926,,2021,216.0,18550.602872923217,916.0902697382902,CT32,ANDEAN NORTH,4206.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,20958.505745010705,4,SAM,ONION,ANDEAN NORTH,18899.46425680578,2407.9028720874885
92,4543.6065018063555,,2020,922.0,27594.707283802447,972.2799441696858,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,28991.17930343556,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,24447.572801629205,1396.4720196331134
93,3655.5729635928883,,2022,202.0,24270.34238831006,544.4555917282848,CT32,ANDEAN NORTH,5183.0,CD-Peru,ANDEAN NORTH,Peru,CA25,CD-PE,29575.915690833608,4,SAM,PEPPER,ANDEAN NORTH,25920.34272724072,5305.5733025235495
94,2199.0631223077594,,2020,214.0,13373.221668136921,870.7028306413254,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,16318.748545576864,4,SAM,SWEET CORN,LAS,14119.685423269104,2945.526877439942
95,3131.493591602627,11789149.0,2020,214.0,24221.684631195734,605.3976843928428,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,26572.024167274947,4,SAM,"BEAN, GARDEN",LAS,23440.53057567232,2350.3395360792124
96,4038.5020557325083,,2022,921.0,31230.904963064335,371.255970445472,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,32152.703655978425,2,NAM,OTHER VEGETABLE SEED,US&CA,28114.201600245917,921.7986929140887
97,3455.532037043402,,2020,922.0,24039.433608621755,789.8872879438377,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,28501.307758282033,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,25045.77572123863,4461.874149660278
98,1856.0335254980491,,2022,922.0,15831.071491382489,407.0050649598803,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,17633.434802396292,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,15777.401276898243,1802.3633110138044
99,3144.947716629017,,2022,922.0,22598.67233183053,1107.503243815295,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,27301.78924052889,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,24156.841523899875,4703.116908698363
100,2463.2862561458837,,2021,921.0,12701.20648942649,572.575804964313,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,15403.575582247888,2,NAM,OTHER VEGETABLE SEED,US&CA,12940.289326102004,2702.3690928213978
101,4764.531199847534,,2020,922.0,24895.81703170478,684.423232288384,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,30622.46794616398,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,25857.936746316445,5726.650914459197
102,4333.832970890919,,2021,217.0,20503.610581151646,1266.577333328104,CT32,ANDEAN NORTH,4206.0,CD-Ecuador,ANDEAN NORTH,Ecuador,CA25,CD-EC,25527.88838325033,4,SAM,CAULIFLOWER,ANDEAN NORTH,21194.055412359412,5024.2778020986825
